name,path,split,family_id,archetype,heldout_compositional,variant_index,engagement_class,initial_min_cross_distance,terrain,formation,num_allies,num_enemies,ally_value,enemy_value,ally_value_ratio,difficulty_proxy,ally_composition,enemy_composition,sha256
r2_train_0183,configs/train/r2_train_0183.json,train,terran_vs_swarm_03,terran_vs_swarm,False,7,medium,12.5854,SIMPLE,type_split,5,8,350,250,1.4,moderate,"{""MARAUDER"": 2, ""MARINE"": 3}","{""BANELING"": 2, ""ZERGLING"": 6}",43b9d8de60e35d299a371510b793eb1a8f35c3ed0c02e354124bb03927189dda
r2_train_0184,configs/train/r2_train_0184.json,train,terran_vs_swarm_03,terran_vs_swarm,False,8,far,16.8984,SIMPLE,compact,5,8,350,250,1.4,moderate,"{""MARAUDER"": 2, ""MARINE"": 3}","{""BANELING"": 2, ""ZERGLING"": 6}",8cbb084a96c10e2e641b6f980468b9b170942e2421543f99b0df3d7a2f6bff85
r2_train_0185,configs/train/r2_train_0185.json,train,terran_vs_swarm_04,terran_vs_swarm,False,1,immediate,5.1522,SIMPLE,split,6,10,400,300,1.3333,moderate,"{""MARAUDER"": 2, ""MARINE"": 4}","{""BANELING"": 2, ""ZERGLING"": 8}",e22a10644dbfce40d1ce228fcebb6f8c368cc964815b0d307a5a286a532ac39e
r2_train_0186,configs/train/r2_train_0186.json,train,terran_vs_swarm_04,terran_vs_swarm,False,2,immediate,5.1507,NARROW,compact,6,10,400,300,1.3333,moderate,"{""MARAUDER"": 2, ""MARINE"": 4}","{""BANELING"": 2, ""ZERGLING"": 8}",9c107f45190690942d10d437174fc1894f13e9f7aa5f2b867ff07a6b5b3a2063
r2_train_0187,configs/train/r2_train_0187.json,train,terran_vs_swarm_04,terran_vs_swarm,False,3,near,8.6775,SIMPLE,type_split,6,10,400,300,1.3333,moderate,"{""MARAUDER"": 2, ""MARINE"": 4}","{""BANELING"": 2, ""ZERGLING"": 8}",7d583fd53c2099253c935fd90243520d091b9b9711b860bf6b216612c63a60ac
r2_train_0188,configs/train/r2_train_0188.json,train,terran_vs_swarm_04,terran_vs_swarm,False,4,near,8.567,SIMPLE,compact,6,10,400,300,1.3333,moderate,"{""MARAUDER"": 2, ""MARINE"": 4}","{""BANELING"": 2, ""ZERGLING"": 8}",54ba6bb299cc0b7e1714586dd20a5ae65a212e7624f7910853e828a1c1365881
r2_train_0189,configs/train/r2_train_0189.json,train,terran_vs_swarm_04,terran_vs_swarm,False,5,near,8.6673,SIMPLE,split,6,10,400,300,1.3333,moderate,"{""MARAUDER"": 2, ""MARINE"": 4}","{""BANELING"": 2, ""ZERGLING"": 8}",2bdb426c4452121d4c1236d107ce6beb8d2e82e514f88e99f7baadb154b4f70a
r2_train_0190,configs/train/r2_train_0190.json,train,terran_vs_swarm_04,terran_vs_swarm,False,6,medium,12.9147,SIMPLE,staggered,6,10,400,300,1.3333,moderate,"{""MARAUDER"": 2, ""MARINE"": 4}","{""BANELING"": 2, ""ZERGLING"": 8}",6db9fe6541aeca190e51258db6864741c1d7c8d6c6e1b9ee215cd8356780e0ac
r2_train_0191,configs/train/r2_train_0191.json,train,terran_vs_swarm_04,terran_vs_swarm,False,7,medium,12.613,OCTAGON,type_split,6,10,400,300,1.3333,moderate,"{""MARAUDER"": 2, ""MARINE"": 4}","{""BANELING"": 2, ""ZERGLING"": 8}",b6da467b942681abedbe8b72740069ff5da2b237b160545f139531e199d76321
r2_train_0192,configs/train/r2_train_0192.json,train,terran_vs_swarm_04,terran_vs_swarm,False,8,far,17.0063,SIMPLE,compact,6,10,400,300,1.3333,moderate,"{""MARAUDER"": 2, ""MARINE"": 4}","{""BANELING"": 2, ""ZERGLING"": 8}",b64ae7dfad96e3de8c9337b25aa0d93e1681fe2fad86620d5b7489f02c4e74d7
r2_train_0193,configs/train/r2_train_0193.json,train,terran_vs_swarm_05,terran_vs_swarm,False,1,immediate,5.6437,SIMPLE,split,8,10,550,325,1.6923,easy,"{""MARAUDER"": 3, ""MARINE"": 5}","{""BANELING"": 3, ""ZERGLING"": 7}",7d23d3d7e681e2c1bae4f2cb639d02e9d07f45b04089d78d03451cad1b274be7
r2_train_0194,configs/train/r2_train_0194.json,train,terran_vs_swarm_05,terran_vs_swarm,False,2,immediate,5.6281,SIMPLE,staggered,8,10,550,325,1.6923,easy,"{""MARAUDER"": 3, ""MARINE"": 5}","{""BANELING"": 3, ""ZERGLING"": 7}",1b2a8d2600c80c8eb7575a8e777d08bb3f9b0820ecd7f5919c08040dee8cee0a
r2_train_0195,configs/train/r2_train_0195.json,train,terran_vs_swarm_05,terran_vs_swarm,False,3,near,8.7991,NARROW,compact,8,10,550,325,1.6923,easy,"{""MARAUDER"": 3, ""MARINE"": 5}","{""BANELING"": 3, ""ZERGLING"": 7}",83b7a4a0b7f4dc0cd5bc96c127368ecdd376c721d9180ac9cf5c51c1b9813af6
r2_train_0196,configs/train/r2_train_0196.json,train,terran_vs_swarm_05,terran_vs_swarm,False,4,near,8.7356,SIMPLE,compact,8,10,550,325,1.6923,easy,"{""MARAUDER"": 3, ""MARINE"": 5}","{""BANELING"": 3, ""ZERGLING"": 7}",c19d5c2f73a3060c0030251d5769220cf39ae88e029c7665afe5820c6d3bb590
r2_train_0197,configs/train/r2_train_0197.json,train,terran_vs_swarm_05,terran_vs_swarm,False,5,near,8.9495,SIMPLE,split,8,10,550,325,1.6923,easy,"{""MARAUDER"": 3, ""MARINE"": 5}","{""BANELING"": 3, ""ZERGLING"": 7}",236727619754427d4b838eccb77ee549cc0901c5c2923e9312daeb881bf785a5
r2_train_0198,configs/train/r2_train_0198.json,train,terran_vs_swarm_05,terran_vs_swarm,False,6,medium,12.7495,SIMPLE,staggered,8,10,550,325,1.6923,easy,"{""MARAUDER"": 3, ""MARINE"": 5}","{""BANELING"": 3, ""ZERGLING"": 7}",07818f0110a50e9a8ff65dbd469da140d4522714f4af0abac070288fccfeef41
r2_train_0199,configs/train/r2_train_0199.json,train,terran_vs_swarm_05,terran_vs_swarm,False,7,medium,13.0366,SIMPLE,type_split,8,10,550,325,1.6923,easy,"{""MARAUDER"": 3, ""MARINE"": 5}","{""BANELING"": 3, ""ZERGLING"": 7}",edfbb0f2ec2aadb8dbb1d7abcd11c39e52ea17a82fb6fd67d85e3697447844e9
r2_train_0200,configs/train/r2_train_0200.json,train,terran_vs_swarm_05,terran_vs_swarm,False,8,far,16.8467,SIMPLE,compact,8,10,550,325,1.6923,easy,"{""MARAUDER"": 3, ""MARINE"": 5}","{""BANELING"": 3, ""ZERGLING"": 7}",fbe04f92920ad3ff61ac9e0c257a28636e20de6b7cb95bfe1924df5e559a801d
r2_train_0201,configs/train/r2_train_0201.json,train,mmm_mirror_01,mmm_mirror,False,1,immediate,5.6067,SIMPLE,split,5,4,375,325,1.1538,hard_winnable,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",a006dc9dd7fda7052214dad3f3f8c9a23183eed3fbc4d15cee2bd9a795598b7f
r2_train_0202,configs/train/r2_train_0202.json,train,mmm_mirror_01,mmm_mirror,False,2,immediate,5.6304,SIMPLE,staggered,5,4,375,325,1.1538,hard_winnable,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",f161c383d8412dd4410de7e9ad6f4453b1f99accf459401538da694643cd36ab
r2_train_0203,configs/train/r2_train_0203.json,train,mmm_mirror_01,mmm_mirror,False,3,near,8.6315,SIMPLE,type_split,5,4,375,325,1.1538,hard_winnable,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",bed6e4849d6cfb79d07f774009ae2b8883db06fefa972a32fc71687cd221ec82
r2_train_0204,configs/train/r2_train_0204.json,train,mmm_mirror_01,mmm_mirror,False,4,near,8.7381,NARROW,compact,5,4,375,325,1.1538,hard_winnable,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",67069b28721f74887d41cfd8ff4071498e6bf797d8e3698b47a59c26582a0787
r2_train_0205,configs/train/r2_train_0205.json,train,mmm_mirror_01,mmm_mirror,False,5,near,8.7566,SIMPLE,split,5,4,375,325,1.1538,hard_winnable,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",56229ae7128f1f799bd7bac7e4ba8f43b4ad518468dc3acf57e54da641991378
r2_train_0206,configs/train/r2_train_0206.json,train,mmm_mirror_01,mmm_mirror,False,6,medium,12.6248,SIMPLE,staggered,5,4,375,325,1.1538,hard_winnable,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",cbe60a59498f92dfe338846b97b994b8acc897ea0f03a1fd743b50c31c66f1c2
r2_train_0207,configs/train/r2_train_0207.json,train,mmm_mirror_01,mmm_mirror,False,7,medium,12.9794,SIMPLE,type_split,5,4,375,325,1.1538,hard_winnable,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",5ed487f9e12fbd8869fb3066329e0574d3701b9ea3ee30ada088b614d01fcc4b
r2_train_0208,configs/train/r2_train_0208.json,train,mmm_mirror_01,mmm_mirror,False,8,far,17.0468,SIMPLE,compact,5,4,375,325,1.1538,hard_winnable,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",669bacc2440b48bd9832351afbf38c3bcac3befeda0f98bd51002032e6b68d42
r2_train_0209,configs/train/r2_train_0209.json,train,mmm_mirror_02,mmm_mirror,False,1,immediate,5.5004,SIMPLE,split,6,5,475,375,1.2667,moderate,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",f676232688bd7b557d136f05c2c6b8b4ab5ac6629653f596db5feb83c57b74c2
r2_train_0210,configs/train/r2_train_0210.json,train,mmm_mirror_02,mmm_mirror,False,2,immediate,5.5843,SIMPLE,staggered,6,5,475,375,1.2667,moderate,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",bc642dbde2de7e63ebd884431f9b0ec6859ae224762301f783e35bb9030274df
r2_train_0211,configs/train/r2_train_0211.json,train,mmm_mirror_02,mmm_mirror,False,3,near,8.8469,SIMPLE,type_split,6,5,475,375,1.2667,moderate,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",0d55282cd8c524ddb83008a4b9b93d8ca4168832fc5eec6c121119a74e25d644
r2_train_0212,configs/train/r2_train_0212.json,train,mmm_mirror_02,mmm_mirror,False,4,near,8.9338,SIMPLE,compact,6,5,475,375,1.2667,moderate,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",746ec471dbbbed2a2492c890576949f129cfbc43832be771422f6c9480ad00a8
r2_train_0213,configs/train/r2_train_0213.json,train,mmm_mirror_02,mmm_mirror,False,5,near,8.8767,NARROW,compact,6,5,475,375,1.2667,moderate,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",f2585e41a5a793034efce53dda31873bbc7898eccafe05c26da48e9e1d543663
r2_train_0214,configs/train/r2_train_0214.json,train,mmm_mirror_02,mmm_mirror,False,6,medium,12.7027,SIMPLE,staggered,6,5,475,375,1.2667,moderate,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",ac4e063cfe16eb994dd2fcc94f27bbfb0d34e05977e4a2c5b7e79c3adb83b500
r2_train_0215,configs/train/r2_train_0215.json,train,mmm_mirror_02,mmm_mirror,False,7,medium,12.8613,SIMPLE,type_split,6,5,475,375,1.2667,moderate,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",372975257aa8f6a968e5d2bd84a2f62fa7c0a694406574a1ed0f5db25f20cf09
r2_train_0216,configs/train/r2_train_0216.json,train,mmm_mirror_02,mmm_mirror,False,8,far,16.995,SIMPLE,compact,6,5,475,375,1.2667,moderate,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",d87b2e5b2fd09334f0683cdc51ed101dc0504173e7f3d9d3158389381d4b6ddd
r2_train_0217,configs/train/r2_train_0217.json,train,mmm_mirror_03,mmm_mirror,False,1,immediate,5.3935,NARROW,compact,7,6,525,475,1.1053,hard_winnable,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",2067f0b5c22944101e0c0ebed3ab9df6e61a1333734a08c952cc58c851b2bf22
r2_train_0218,configs/train/r2_train_0218.json,train,mmm_mirror_03,mmm_mirror,False,2,immediate,5.3329,SIMPLE,staggered,7,6,525,475,1.1053,hard_winnable,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",9d657e1604a8c29460a138cf78954e8b799ef1b725c1deb0c2b63592535d53ba
r2_train_0219,configs/train/r2_train_0219.json,train,mmm_mirror_03,mmm_mirror,False,3,near,9.0054,SIMPLE,type_split,7,6,525,475,1.1053,hard_winnable,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",0642fec4ec20d7bb53f7eb029a62414c2c20a9e1ca078e5b7945d4d0f0cad168
r2_train_0220,configs/train/r2_train_0220.json,train,mmm_mirror_03,mmm_mirror,False,4,near,8.8379,SIMPLE,compact,7,6,525,475,1.1053,hard_winnable,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",7f1803b8fd31fb82853d8c53d9e772c70667ce3d881e8bf6284fdc729ed9a206
r2_train_0221,configs/train/r2_train_0221.json,train,mmm_mirror_03,mmm_mirror,False,5,near,8.7079,SIMPLE,split,7,6,525,475,1.1053,hard_winnable,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",f2881114bee25db4b2bdaa5f7ea26eedd81b694a2f964b74a7195ef080110122
r2_train_0222,configs/train/r2_train_0222.json,train,mmm_mirror_03,mmm_mirror,False,6,medium,12.6775,OCTAGON,staggered,7,6,525,475,1.1053,hard_winnable,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",7ce05d18b2ecea4a675d7c69cc2d64286d39c2e181a701f2a90fd8885f7b613f
r2_train_0223,configs/train/r2_train_0223.json,train,mmm_mirror_03,mmm_mirror,False,7,medium,12.9,SIMPLE,type_split,7,6,525,475,1.1053,hard_winnable,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",1ece5cc8c062789878a51485dc473bc2ca33f6ee51a791a77abb4cc63942ff26
r2_train_0224,configs/train/r2_train_0224.json,train,mmm_mirror_03,mmm_mirror,False,8,far,16.9036,SIMPLE,compact,7,6,525,475,1.1053,hard_winnable,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",f57c41c97d503de0f9b0078b5f0cb65d1c02335268ad448786f269bc6d3b58ed
r2_train_0225,configs/train/r2_train_0225.json,train,mmm_mirror_04,mmm_mirror,False,1,immediate,5.2691,SIMPLE,split,8,7,625,525,1.1905,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",9ad8627e8508a1e5b253067fe80e3c556f582f11f99d7852a01f1c7517d037da
r2_train_0226,configs/train/r2_train_0226.json,train,mmm_mirror_04,mmm_mirror,False,2,immediate,5.3579,NARROW,compact,8,7,625,525,1.1905,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",a431ae9e6a23e6706c1c631c008c9eef743fa8401d04fdcbdf69d56a52baa9ec
r2_train_0227,configs/train/r2_train_0227.json,train,mmm_mirror_04,mmm_mirror,False,3,near,8.9129,SIMPLE,type_split,8,7,625,525,1.1905,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",cffd066bc080d3336601e87114a1f89493238d407e8841ba62912afe38d5c6c8
r2_train_0228,configs/train/r2_train_0228.json,train,mmm_mirror_04,mmm_mirror,False,4,near,8.7386,SIMPLE,compact,8,7,625,525,1.1905,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",3f27ea449e28a994c1584073102a6ddd0331388c9f4de2b1fe2a6cff22eda310
r2_train_0229,configs/train/r2_train_0229.json,train,mmm_mirror_04,mmm_mirror,False,5,near,8.622,SIMPLE,split,8,7,625,525,1.1905,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",c6910a5551ed00da4b7ec31ba660e7ec8f50fd4671e70cba9dae28e5e940c24a
r2_train_0230,configs/train/r2_train_0230.json,train,mmm_mirror_04,mmm_mirror,False,6,medium,13.0237,SIMPLE,staggered,8,7,625,525,1.1905,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",e34c50a091693bc55286e585e2d5a4df4bc789dadd7f58a6ff69b8edd470d48f
r2_train_0231,configs/train/r2_train_0231.json,train,mmm_mirror_04,mmm_mirror,False,7,medium,12.8715,OCTAGON,type_split,8,7,625,525,1.1905,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",6e2fc8aec245f6de0e97849104a2d47dadda089294f9decad8829148c6bab149
r2_train_0232,configs/train/r2_train_0232.json,train,mmm_mirror_04,mmm_mirror,False,8,far,17.1173,SIMPLE,compact,8,7,625,525,1.1905,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",6272d90f11deddef3f5d720911cdc8666fbd51f9436768c58bba1f23fbcdca51
r2_train_0233,configs/train/r2_train_0233.json,train,mmm_mirror_05,mmm_mirror,False,1,immediate,5.3882,SIMPLE,split,9,8,675,625,1.08,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",51c1ca4f15d1d66120e0939c5b0caffd514af3b85c4e5579f73eb1dd4e31c87f
r2_train_0234,configs/train/r2_train_0234.json,train,mmm_mirror_05,mmm_mirror,False,2,immediate,5.4284,SIMPLE,staggered,9,8,675,625,1.08,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",bd4256c2a8eab470976817a3f69d993b73d544e32b65a5d488edb148c9a02f31
r2_train_0235,configs/train/r2_train_0235.json,train,mmm_mirror_05,mmm_mirror,False,3,near,8.9876,NARROW,compact,9,8,675,625,1.08,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",1ef324d0af5d5f21e84f1ae6e27e20d5e3a0dcc012211754843bac47fcd770a5
r2_train_0236,configs/train/r2_train_0236.json,train,mmm_mirror_05,mmm_mirror,False,4,near,8.6003,SIMPLE,compact,9,8,675,625,1.08,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",6a44f06d2a4795ed21a1858f6efd4a6de2252371680bc6020cfbf1194b070d57
r2_train_0237,configs/train/r2_train_0237.json,train,mmm_mirror_05,mmm_mirror,False,5,near,8.7807,SIMPLE,split,9,8,675,625,1.08,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",3a3b2a191939e11a6fd8327f845556f3b78d18e1303bbbd41ea3f8ac74c04dd1
r2_train_0238,configs/train/r2_train_0238.json,train,mmm_mirror_05,mmm_mirror,False,6,medium,12.7707,SIMPLE,staggered,9,8,675,625,1.08,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",91c98b4e3e1ed04cc8dc7778e0d644d7fc9926010bf10bddacf03383b6d70eba
r2_train_0239,configs/train/r2_train_0239.json,train,mmm_mirror_05,mmm_mirror,False,7,medium,12.9707,SIMPLE,type_split,9,8,675,625,1.08,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",25537ea4cec6c0af2521df8fe1c589ff5a70f4b3eaffddd062efadaef7842f73
r2_train_0240,configs/train/r2_train_0240.json,train,mmm_mirror_05,mmm_mirror,False,8,far,16.9226,SIMPLE,compact,9,8,675,625,1.08,hard_winnable,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",8c705a9ea61459fed632f08ae779bddc2ebc80a0c1d9d7747b432c1bd5ac3fb9
r2_train_0241,configs/train/r2_train_0241.json,train,stalker_zealot_mirror_01,stalker_zealot_mirror,False,1,immediate,5.3397,SIMPLE,split,4,3,450,350,1.2857,moderate,"{""STALKER"": 2, ""ZEALOT"": 2}","{""STALKER"": 2, ""ZEALOT"": 1}",c42dee6559372bd4e6f026a84e798395331235b625e9c674d6f4079ebd1dbe0a
r2_train_0242,configs/train/r2_train_0242.json,train,stalker_zealot_mirror_01,stalker_zealot_mirror,False,2,near,8.6356,SIMPLE,staggered,4,3,450,350,1.2857,moderate,"{""STALKER"": 2, ""ZEALOT"": 2}","{""STALKER"": 2, ""ZEALOT"": 1}",6488f8a07e44e207bd6f83310e91f4fe11d913c47d50b5f3bd6d38290c518496
r2_train_0243,configs/train/r2_train_0243.json,train,stalker_zealot_mirror_01,stalker_zealot_mirror,False,3,near,8.5994,SIMPLE,type_split,4,3,450,350,1.2857,moderate,"{""STALKER"": 2, ""ZEALOT"": 2}","{""STALKER"": 2, ""ZEALOT"": 1}",3bc629cd3337a9128e2e9c063e181cec708c206c04d0a60ef3db17c1f2f331d1
r2_train_0244,configs/train/r2_train_0244.json,train,stalker_zealot_mirror_01,stalker_zealot_mirror,False,4,near,8.7456,NARROW,compact,4,3,450,350,1.2857,moderate,"{""STALKER"": 2, ""ZEALOT"": 2}","{""STALKER"": 2, ""ZEALOT"": 1}",c0a0e030563e3ba10072931f5ca29ec09bef882ddb1349887e5f3ebca4251ff7
r2_train_0245,configs/train/r2_train_0245.json,train,stalker_zealot_mirror_01,stalker_zealot_mirror,False,5,medium,12.7688,SIMPLE,split,4,3,450,350,1.2857,moderate,"{""STALKER"": 2, ""ZEALOT"": 2}","{""STALKER"": 2, ""ZEALOT"": 1}",936dd4e5a1a43911f4451d085de03f0fd67b7eb6fef0f74cb888029a6338fe67
r2_train_0246,configs/train/r2_train_0246.json,train,stalker_zealot_mirror_01,stalker_zealot_mirror,False,6,medium,12.6825,SIMPLE,staggered,4,3,450,350,1.2857,moderate,"{""STALKER"": 2, ""ZEALOT"": 2}","{""STALKER"": 2, ""ZEALOT"": 1}",aa0176944812d87921460813c7b1edbed1e3ac4be443123d5c5a17d1b9339ebf
r2_train_0247,configs/train/r2_train_0247.json,train,stalker_zealot_mirror_01,stalker_zealot_mirror,False,7,medium,12.7963,SIMPLE,type_split,4,3,450,350,1.2857,moderate,"{""STALKER"": 2, ""ZEALOT"": 2}","{""STALKER"": 2, ""ZEALOT"": 1}",06861f20607195e940c6546c08d459f606362df375c980ce92e41fa8b698acc7
r2_train_0248,configs/train/r2_train_0248.json,train,stalker_zealot_mirror_01,stalker_zealot_mirror,False,8,far,17.0903,SIMPLE,compact,4,3,450,350,1.2857,moderate,"{""STALKER"": 2, ""ZEALOT"": 2}","{""STALKER"": 2, ""ZEALOT"": 1}",06d2e256de3c38cc3751215a2a5b693dc9acebc764b3b17929009480a2cbac9d
r2_train_0249,configs/train/r2_train_0249.json,train,stalker_zealot_mirror_02,stalker_zealot_mirror,False,1,immediate,5.6266,SIMPLE,split,5,4,575,450,1.2778,moderate,"{""STALKER"": 3, ""ZEALOT"": 2}","{""STALKER"": 2, ""ZEALOT"": 2}",7d0d04f7d62983352bd24c9f135359dce29c70b064660d4dded4726ff650dc7c
r2_train_0250,configs/train/r2_train_0250.json,train,stalker_zealot_mirror_02,stalker_zealot_mirror,False,2,near,8.9462,SIMPLE,staggered,5,4,575,450,1.2778,moderate,"{""STALKER"": 3, ""ZEALOT"": 2}","{""STALKER"": 2, ""ZEALOT"": 2}",1c250cbc53983a3d1c9c67e6369f1aa98f95bf9716c29a8852ed75e5f6fa664c
r2_train_0251,configs/train/r2_train_0251.json,train,stalker_zealot_mirror_02,stalker_zealot_mirror,False,3,near,8.6404,SIMPLE,type_split,5,4,575,450,1.2778,moderate,"{""STALKER"": 3, ""ZEALOT"": 2}","{""STALKER"": 2, ""ZEALOT"": 2}",9b17815c8085d5a6d4ea8630e9db3a8bb2f26106dd4c91fbdad1bb85c704222f
r2_train_0252,configs/train/r2_train_0252.json,train,stalker_zealot_mirror_02,stalker_zealot_mirror,False,4,near,8.7359,SIMPLE,compact,5,4,575,450,1.2778,moderate,"{""STALKER"": 3, ""ZEALOT"": 2}","{""STALKER"": 2, ""ZEALOT"": 2}",69847f7c064fcc238eefeb46de4a855fe9e8fefbf8e04287a610b514d3d60774
r2_train_0253,configs/train/r2_train_0253.json,train,stalker_zealot_mirror_02,stalker_zealot_mirror,False,5,medium,12.8663,OCTAGON,split,5,4,575,450,1.2778,moderate,"{""STALKER"": 3, ""ZEALOT"": 2}","{""STALKER"": 2, ""ZEALOT"": 2}",d4974b73dbe8bc74b9fbd108c83f1cb986f1db6d59d913045d7572423674ddc0
