name,path,split,family_id,archetype,family_origin,heldout_compositional,variant_index,engagement_class,initial_min_cross_distance,terrain,formation,layout,num_allies,num_enemies,ally_value,enemy_value,ally_value_ratio,difficulty_proxy,static_difficulty_score,ally_composition,enemy_composition,sha256
r2g_train_0299,configs/train/r2g_train_0299.json,train,terran_vs_swarm_05,terran_vs_swarm,legacy_r2_1300,False,11,far,16.8403,SIMPLE,staggered,horizontal,8,10,550,325,1.6923,strong_advantage,0.0,"{""MARAUDER"": 3, ""MARINE"": 5}","{""BANELING"": 3, ""ZERGLING"": 7}",e8551b21d498b6ab439a1cb17a58158256169f9b7e7671dcfe8c87bc9afd89c7
r2g_train_0300,configs/train/r2g_train_0300.json,train,terran_vs_swarm_05,terran_vs_swarm,legacy_r2_1300,False,12,far,16.8524,SIMPLE,type_split,horizontal,8,10,550,325,1.6923,strong_advantage,0.0,"{""MARAUDER"": 3, ""MARINE"": 5}","{""BANELING"": 3, ""ZERGLING"": 7}",39aff34578a6032e8f09d4d3e012b2e46e43403b11b4e36c3edff0c757f7c386
r2g_train_0301,configs/train/r2g_train_0301.json,train,mmm_mirror_01,mmm_mirror,legacy_r2_1300,False,1,immediate,5.4887,NARROW,compact,narrow_same_side,5,4,375,325,1.1538,moderate_advantage,0.402098,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",198e6656042dc38f3ebba50843838ed127528d1d5419594949e1dbf31f856a7e
r2g_train_0302,configs/train/r2g_train_0302.json,train,mmm_mirror_01,mmm_mirror,legacy_r2_1300,False,2,immediate,5.4415,OCTAGON,split,diag_up,5,4,375,325,1.1538,moderate_advantage,0.402098,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",0cc04dd7154d819d1c10c621d787d139ed13e0fbacebb8fcb8e769e20aa9790c
r2g_train_0303,configs/train/r2g_train_0303.json,train,mmm_mirror_01,mmm_mirror,legacy_r2_1300,False,3,immediate,5.2737,SIMPLE,staggered,horizontal,5,4,375,325,1.1538,moderate_advantage,0.402098,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",eacd169db6a15ac8d01a2a71108f29edf4666c67e1a30326708e351b09a28bb5
r2g_train_0304,configs/train/r2g_train_0304.json,train,mmm_mirror_01,mmm_mirror,legacy_r2_1300,False,4,near,8.8701,NARROW,type_split,narrow_same_side,5,4,375,325,1.1538,moderate_advantage,0.402098,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",280581833fe676aa73d8ffda61f3de76b67b81ed81f3765437d9b03aa6a4d368
r2g_train_0305,configs/train/r2g_train_0305.json,train,mmm_mirror_01,mmm_mirror,legacy_r2_1300,False,5,near,8.6021,OCTAGON,compact,vertical,5,4,375,325,1.1538,moderate_advantage,0.402098,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",14fd00d37c08dcd1f836720dd53e2d5d7b6f4802f4105a1c119cd8eec7da693e
r2g_train_0306,configs/train/r2g_train_0306.json,train,mmm_mirror_01,mmm_mirror,legacy_r2_1300,False,6,near,8.8591,OCTAGON,split,diag_down,5,4,375,325,1.1538,moderate_advantage,0.402098,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",d1aef878d4e784879b7a679e6c32bffa6c394cf4178ff3bfdf79ad061817ba75
r2g_train_0307,configs/train/r2g_train_0307.json,train,mmm_mirror_01,mmm_mirror,legacy_r2_1300,False,7,near,8.9966,NARROW,staggered,narrow_same_side,5,4,375,325,1.1538,moderate_advantage,0.402098,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",ccce253a9bcb0a1c222df73c708a1951e59818b5c9c5cb6e55392f12a5fb5524
r2g_train_0308,configs/train/r2g_train_0308.json,train,mmm_mirror_01,mmm_mirror,legacy_r2_1300,False,8,medium,12.946,SIMPLE,type_split,horizontal,5,4,375,325,1.1538,moderate_advantage,0.402098,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",f5c3a475913d9a8d150c0f7d3b9499af7812e6678d7171dba165d96bc0e197e0
r2g_train_0309,configs/train/r2g_train_0309.json,train,mmm_mirror_01,mmm_mirror,legacy_r2_1300,False,9,medium,12.8918,OCTAGON,compact,diag_up,5,4,375,325,1.1538,moderate_advantage,0.402098,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",a68327f4a7ccb1cd4a361912776b715d45895bcec7ff8d2a7168c79b90828b96
r2g_train_0310,configs/train/r2g_train_0310.json,train,mmm_mirror_01,mmm_mirror,legacy_r2_1300,False,10,medium,12.7021,NARROW,split,narrow_cross_gate,5,4,375,325,1.1538,moderate_advantage,0.402098,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",4a438009481c4fc17cc96d18453b0a8c98998693f84c0187fe1a29d47460d96b
r2g_train_0311,configs/train/r2g_train_0311.json,train,mmm_mirror_01,mmm_mirror,legacy_r2_1300,False,11,far,16.9546,SIMPLE,staggered,horizontal,5,4,375,325,1.1538,moderate_advantage,0.402098,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",5c5f710e0b3e58b5ab9078d40ba54ccfc3e965e3cabef7f28007b392e7909ad7
r2g_train_0312,configs/train/r2g_train_0312.json,train,mmm_mirror_01,mmm_mirror,legacy_r2_1300,False,12,far,16.8044,SIMPLE,type_split,horizontal,5,4,375,325,1.1538,moderate_advantage,0.402098,"{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 2, ""MEDIVAC"": 1}",16f12cd8883bd731454c453ec0f08b8d785caa10349470f63c8f1e944f53d1e7
r2g_train_0313,configs/train/r2g_train_0313.json,train,mmm_mirror_02,mmm_mirror,legacy_r2_1300,False,1,immediate,5.389,NARROW,compact,narrow_same_side,6,5,475,375,1.2667,moderate_advantage,0.19697,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",eef2d313dde1cf0070a053b9ee1838073e781c389a1693c8f1cfe431972b6fde
r2g_train_0314,configs/train/r2g_train_0314.json,train,mmm_mirror_02,mmm_mirror,legacy_r2_1300,False,2,immediate,5.366,OCTAGON,split,diag_up,6,5,475,375,1.2667,moderate_advantage,0.19697,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",6276bf062044cad0b31340d42fb37282311f8c1babf5ac911e19d5c7f0597c82
r2g_train_0315,configs/train/r2g_train_0315.json,train,mmm_mirror_02,mmm_mirror,legacy_r2_1300,False,3,immediate,5.2368,SIMPLE,staggered,horizontal,6,5,475,375,1.2667,moderate_advantage,0.19697,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",adb6a23783860f5264887ef9d5684bcac878a79c2f34b44edb86c90761ea196f
r2g_train_0316,configs/train/r2g_train_0316.json,train,mmm_mirror_02,mmm_mirror,legacy_r2_1300,False,4,near,8.6476,NARROW,type_split,narrow_same_side,6,5,475,375,1.2667,moderate_advantage,0.19697,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",388c3c6aae95dc83c04cc94598f72c579cd29b64704c10bbfced5e3107de66a4
r2g_train_0317,configs/train/r2g_train_0317.json,train,mmm_mirror_02,mmm_mirror,legacy_r2_1300,False,5,near,8.8827,OCTAGON,compact,vertical,6,5,475,375,1.2667,moderate_advantage,0.19697,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",40db1528f58b2381744e23845a1c6a1096b69c2f52e7f4c3331ad26c5dd0081e
r2g_train_0318,configs/train/r2g_train_0318.json,train,mmm_mirror_02,mmm_mirror,legacy_r2_1300,False,6,near,8.7137,OCTAGON,split,diag_down,6,5,475,375,1.2667,moderate_advantage,0.19697,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",7cab1b38dacb23feef29f5ef3fcb64e75ed0dabde9dbc7c876e49f2802e68c03
r2g_train_0319,configs/train/r2g_train_0319.json,train,mmm_mirror_02,mmm_mirror,legacy_r2_1300,False,7,near,8.6072,NARROW,staggered,narrow_same_side,6,5,475,375,1.2667,moderate_advantage,0.19697,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",09a8aad6c4f22dc478c95a676235a7a9f79d1227cc7d8096bef2df2c186fc3f7
r2g_train_0320,configs/train/r2g_train_0320.json,train,mmm_mirror_02,mmm_mirror,legacy_r2_1300,False,8,medium,12.6942,SIMPLE,type_split,horizontal,6,5,475,375,1.2667,moderate_advantage,0.19697,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",42f7d0d710852399877b20cd61502d9d27045062b55298f42c8101074f6828b6
r2g_train_0321,configs/train/r2g_train_0321.json,train,mmm_mirror_02,mmm_mirror,legacy_r2_1300,False,9,medium,12.808,OCTAGON,compact,diag_up,6,5,475,375,1.2667,moderate_advantage,0.19697,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",5a3273ba3b45661a86a9b56ced96ab2bfb4774114aa13a68e4a235bcd5e80f49
r2g_train_0322,configs/train/r2g_train_0322.json,train,mmm_mirror_02,mmm_mirror,legacy_r2_1300,False,10,medium,12.6521,NARROW,split,narrow_cross_gate,6,5,475,375,1.2667,moderate_advantage,0.19697,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",002b402a93d1d5e542f88674aad03c196aa30503cbca6bbe233c737c261bdacf
r2g_train_0323,configs/train/r2g_train_0323.json,train,mmm_mirror_02,mmm_mirror,legacy_r2_1300,False,11,far,17.1159,SIMPLE,staggered,horizontal,6,5,475,375,1.2667,moderate_advantage,0.19697,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",9fb595a887c2a05eec1c16b9f7de5b56de66adf665fbf852a7c3092c0b090090
r2g_train_0324,configs/train/r2g_train_0324.json,train,mmm_mirror_02,mmm_mirror,legacy_r2_1300,False,12,far,17.1017,SIMPLE,type_split,horizontal,6,5,475,375,1.2667,moderate_advantage,0.19697,"{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}","{""MARAUDER"": 1, ""MARINE"": 3, ""MEDIVAC"": 1}",a975d1d4dc850020490e66aa1c42d4ae0798125bf13ae402813af93b1f53ff3f
r2g_train_0325,configs/train/r2g_train_0325.json,train,mmm_mirror_03,mmm_mirror,legacy_r2_1300,False,1,immediate,5.5957,NARROW,compact,narrow_same_side,7,6,525,475,1.1053,moderate_advantage,0.490431,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",400150f74375a59765f0f7caf724876dc04f54da12111c3cc0672e067b1e9b1c
r2g_train_0326,configs/train/r2g_train_0326.json,train,mmm_mirror_03,mmm_mirror,legacy_r2_1300,False,2,immediate,5.4258,OCTAGON,split,diag_up,7,6,525,475,1.1053,moderate_advantage,0.490431,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",bf52b8d68ccfc278306251845db786aad37184ef7acfba787037ffacc9cb5491
r2g_train_0327,configs/train/r2g_train_0327.json,train,mmm_mirror_03,mmm_mirror,legacy_r2_1300,False,3,immediate,5.2548,SIMPLE,staggered,horizontal,7,6,525,475,1.1053,moderate_advantage,0.490431,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",815b96cad93a61b4a41caced553bc0ab6c6f03fd12d049bb2861bfcf85df6ad4
r2g_train_0328,configs/train/r2g_train_0328.json,train,mmm_mirror_03,mmm_mirror,legacy_r2_1300,False,4,near,8.8531,NARROW,type_split,narrow_same_side,7,6,525,475,1.1053,moderate_advantage,0.490431,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",da81688875147db94413da97342c59e16af92fa06c4994a9ba9d045cd6af0e5c
r2g_train_0329,configs/train/r2g_train_0329.json,train,mmm_mirror_03,mmm_mirror,legacy_r2_1300,False,5,near,8.9591,OCTAGON,compact,vertical,7,6,525,475,1.1053,moderate_advantage,0.490431,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",e11a30a54ca645a7e30209d1ceccec66260c807c5a5e5d7426afaf19d4423942
r2g_train_0330,configs/train/r2g_train_0330.json,train,mmm_mirror_03,mmm_mirror,legacy_r2_1300,False,6,near,8.7535,OCTAGON,split,diag_down,7,6,525,475,1.1053,moderate_advantage,0.490431,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",3f1dafdda111c51969341a062593430654e204665dbd5df518606799622efcd3
r2g_train_0331,configs/train/r2g_train_0331.json,train,mmm_mirror_03,mmm_mirror,legacy_r2_1300,False,7,near,8.7336,NARROW,staggered,narrow_same_side,7,6,525,475,1.1053,moderate_advantage,0.490431,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",70dec1385bd0dd42d47b7bb0300286cc14a53e592e7783a87e04a97c8a97f5d0
r2g_train_0332,configs/train/r2g_train_0332.json,train,mmm_mirror_03,mmm_mirror,legacy_r2_1300,False,8,medium,12.9821,SIMPLE,type_split,horizontal,7,6,525,475,1.1053,moderate_advantage,0.490431,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",04f634c4e720653289a5a74ecdba790080eb8dbe6a837a73215f8e0e6c331d6b
r2g_train_0333,configs/train/r2g_train_0333.json,train,mmm_mirror_03,mmm_mirror,legacy_r2_1300,False,9,medium,12.6441,OCTAGON,compact,diag_up,7,6,525,475,1.1053,moderate_advantage,0.490431,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",d38fa47e34ca15e17561a2cda819e65b7ddf3577f91f016630effb91291715d9
r2g_train_0334,configs/train/r2g_train_0334.json,train,mmm_mirror_03,mmm_mirror,legacy_r2_1300,False,10,medium,12.802,NARROW,split,narrow_cross_gate,7,6,525,475,1.1053,moderate_advantage,0.490431,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",fe63be29c8307279a7b09bde9d3944df0af1328e08c2433203e5eb6171df892e
r2g_train_0335,configs/train/r2g_train_0335.json,train,mmm_mirror_03,mmm_mirror,legacy_r2_1300,False,11,far,16.937,SIMPLE,staggered,horizontal,7,6,525,475,1.1053,moderate_advantage,0.490431,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",4755fef9186bbe67ef436bc4910e42c27c5bd7e22b1e624b31e2570e31ee70c3
r2g_train_0336,configs/train/r2g_train_0336.json,train,mmm_mirror_03,mmm_mirror,legacy_r2_1300,False,12,far,16.8821,SIMPLE,type_split,horizontal,7,6,525,475,1.1053,moderate_advantage,0.490431,"{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 3, ""MEDIVAC"": 1}",0b53654cc3685adf7461d32d9f043fc400c17a7fce4a6f63566a146e8a0edd97
r2g_train_0337,configs/train/r2g_train_0337.json,train,mmm_mirror_04,mmm_mirror,legacy_r2_1300,False,1,immediate,5.5735,NARROW,compact,narrow_same_side,8,7,625,525,1.1905,moderate_advantage,0.335498,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",621c8bb97985993975460a30967aa48802d045457a7d2677fee5808f328cc767
r2g_train_0338,configs/train/r2g_train_0338.json,train,mmm_mirror_04,mmm_mirror,legacy_r2_1300,False,2,immediate,5.2702,OCTAGON,split,diag_up,8,7,625,525,1.1905,moderate_advantage,0.335498,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",6ff3d673143faadbc2d0343b50f6ba3713eb8f9f66fa2f0c33841debc9cc9962
r2g_train_0339,configs/train/r2g_train_0339.json,train,mmm_mirror_04,mmm_mirror,legacy_r2_1300,False,3,immediate,5.3032,SIMPLE,staggered,horizontal,8,7,625,525,1.1905,moderate_advantage,0.335498,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",e89e9dd816cb40482851310d8a721e26ef34daca1bb706a6d07b2f5a9525eed2
r2g_train_0340,configs/train/r2g_train_0340.json,train,mmm_mirror_04,mmm_mirror,legacy_r2_1300,False,4,near,8.6961,NARROW,type_split,narrow_same_side,8,7,625,525,1.1905,moderate_advantage,0.335498,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",317ec684273b05f4d2b68c97b6d2fd72f967ee1deffa7411b0217953be40b689
r2g_train_0341,configs/train/r2g_train_0341.json,train,mmm_mirror_04,mmm_mirror,legacy_r2_1300,False,5,near,8.9869,OCTAGON,compact,vertical,8,7,625,525,1.1905,moderate_advantage,0.335498,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",4124d9262a51aefb9196b854006b84b81cb98356a9b56ea775fe6a1d17a32c70
r2g_train_0342,configs/train/r2g_train_0342.json,train,mmm_mirror_04,mmm_mirror,legacy_r2_1300,False,6,near,8.7773,OCTAGON,split,diag_down,8,7,625,525,1.1905,moderate_advantage,0.335498,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",900bc8d2e01b3e918272e5a96c77fb52ccc9a429a136e65666712a8b12899475
r2g_train_0343,configs/train/r2g_train_0343.json,train,mmm_mirror_04,mmm_mirror,legacy_r2_1300,False,7,near,8.9191,NARROW,staggered,narrow_same_side,8,7,625,525,1.1905,moderate_advantage,0.335498,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",d136d1453b5d4cbef62d3fe26944bea9c6fd76281dc0d1d041e85fe9ccc66458
r2g_train_0344,configs/train/r2g_train_0344.json,train,mmm_mirror_04,mmm_mirror,legacy_r2_1300,False,8,medium,12.9165,SIMPLE,type_split,horizontal,8,7,625,525,1.1905,moderate_advantage,0.335498,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",972ed936a1062665161ca360869821129272ee098fe766f41d39f2f0d7cfa43f
r2g_train_0345,configs/train/r2g_train_0345.json,train,mmm_mirror_04,mmm_mirror,legacy_r2_1300,False,9,medium,12.743,OCTAGON,compact,diag_up,8,7,625,525,1.1905,moderate_advantage,0.335498,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",a8d54a53c8024c8b9b1325794555a3d17c225d8ed0e243c0340c3dd8eb544d22
r2g_train_0346,configs/train/r2g_train_0346.json,train,mmm_mirror_04,mmm_mirror,legacy_r2_1300,False,10,medium,12.8449,NARROW,split,narrow_cross_gate,8,7,625,525,1.1905,moderate_advantage,0.335498,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",3e57fbf62ff4e807f0ecf514935118a7e7332b3e2ae6bf637fe9393b382517b0
r2g_train_0347,configs/train/r2g_train_0347.json,train,mmm_mirror_04,mmm_mirror,legacy_r2_1300,False,11,far,16.8764,SIMPLE,staggered,horizontal,8,7,625,525,1.1905,moderate_advantage,0.335498,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",b3b3c60f1079a3d9fb954fa42ae3c3d41d99f5d3fb2a1d890d5fb4915f886f4c
r2g_train_0348,configs/train/r2g_train_0348.json,train,mmm_mirror_04,mmm_mirror,legacy_r2_1300,False,12,far,16.9291,SIMPLE,type_split,horizontal,8,7,625,525,1.1905,moderate_advantage,0.335498,"{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}","{""MARAUDER"": 2, ""MARINE"": 4, ""MEDIVAC"": 1}",489d4c042a8bdf0d973c7bb79cb67daa584c6a7b9fc4307ae725015acf5c0837
r2g_train_0349,configs/train/r2g_train_0349.json,train,mmm_mirror_05,mmm_mirror,legacy_r2_1300,False,1,immediate,5.3437,NARROW,compact,narrow_same_side,9,8,675,625,1.08,balanced,0.536364,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",3a73e693c74de932c89cffc26ee6cfef09e9e6cde7dae9def2f3ea3e1bc0f663
r2g_train_0350,configs/train/r2g_train_0350.json,train,mmm_mirror_05,mmm_mirror,legacy_r2_1300,False,2,immediate,5.218,OCTAGON,split,diag_up,9,8,675,625,1.08,balanced,0.536364,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",666b831aa069846c0b520d8e2d2510716d6f94140b2cadf4f9c15207f340314b
r2g_train_0351,configs/train/r2g_train_0351.json,train,mmm_mirror_05,mmm_mirror,legacy_r2_1300,False,3,immediate,5.5378,SIMPLE,staggered,horizontal,9,8,675,625,1.08,balanced,0.536364,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",1d0530c19eb2e4bf5f25a90202ca335817d8a699d16248defcf3611ccb83ac2a
r2g_train_0352,configs/train/r2g_train_0352.json,train,mmm_mirror_05,mmm_mirror,legacy_r2_1300,False,4,near,8.7992,NARROW,type_split,narrow_same_side,9,8,675,625,1.08,balanced,0.536364,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",902b1c600e451cd5999e8119ae9e3cd8a019490e4d1fe9f90c1f04ee5f80d7fc
r2g_train_0353,configs/train/r2g_train_0353.json,train,mmm_mirror_05,mmm_mirror,legacy_r2_1300,False,5,near,8.6018,OCTAGON,compact,vertical,9,8,675,625,1.08,balanced,0.536364,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",44a3117e4b804406716d402b9136c8470d7078bce01a29cdae3d8690bacbc122
r2g_train_0354,configs/train/r2g_train_0354.json,train,mmm_mirror_05,mmm_mirror,legacy_r2_1300,False,6,near,8.9667,OCTAGON,split,diag_down,9,8,675,625,1.08,balanced,0.536364,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",b21fdf3c2e3089750d96f249605ba5a8c5f880e7f42716cd1ab7e69e5ad3bfd1
r2g_train_0355,configs/train/r2g_train_0355.json,train,mmm_mirror_05,mmm_mirror,legacy_r2_1300,False,7,near,8.9369,NARROW,staggered,narrow_same_side,9,8,675,625,1.08,balanced,0.536364,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",76ad1c5a6c0382501dc456e651cfc30d538702fff44afde6341cd13e7b8921fc
r2g_train_0356,configs/train/r2g_train_0356.json,train,mmm_mirror_05,mmm_mirror,legacy_r2_1300,False,8,medium,12.698,SIMPLE,type_split,horizontal,9,8,675,625,1.08,balanced,0.536364,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",aaf6d9f26704debbb79398531d1f30793a18f771376c0e41b3ada214dc560659
r2g_train_0357,configs/train/r2g_train_0357.json,train,mmm_mirror_05,mmm_mirror,legacy_r2_1300,False,9,medium,12.7987,OCTAGON,compact,diag_up,9,8,675,625,1.08,balanced,0.536364,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",524967557f71cc6aa9bd8e8228f5d4aeeb3a25451cda1ed3df7e96703353ebb7
r2g_train_0358,configs/train/r2g_train_0358.json,train,mmm_mirror_05,mmm_mirror,legacy_r2_1300,False,10,medium,12.9628,NARROW,split,narrow_cross_gate,9,8,675,625,1.08,balanced,0.536364,"{""MARAUDER"": 3, ""MARINE"": 5, ""MEDIVAC"": 1}","{""MARAUDER"": 3, ""MARINE"": 4, ""MEDIVAC"": 1}",f0a5cd74375fc1fbf4d2dc1d70f6c7ab45fec5d29ffd569ffcabf9021ba7c857
