name,family_id,archetype,static_difficulty_score,episodes,wins,timeouts,ema_difficulty
r2g_train_0308,mmm_mirror_01,mmm_mirror,0.402098,0,0,0,0.402098
r2g_train_0309,mmm_mirror_01,mmm_mirror,0.402098,0,0,0,0.402098
r2g_train_0310,mmm_mirror_01,mmm_mirror,0.402098,0,0,0,0.402098
r2g_train_0311,mmm_mirror_01,mmm_mirror,0.402098,0,0,0,0.402098
r2g_train_0312,mmm_mirror_01,mmm_mirror,0.402098,0,0,0,0.402098
r2g_train_0313,mmm_mirror_02,mmm_mirror,0.19697,0,0,0,0.19697
r2g_train_0314,mmm_mirror_02,mmm_mirror,0.19697,0,0,0,0.19697
r2g_train_0315,mmm_mirror_02,mmm_mirror,0.19697,0,0,0,0.19697
r2g_train_0316,mmm_mirror_02,mmm_mirror,0.19697,0,0,0,0.19697
r2g_train_0317,mmm_mirror_02,mmm_mirror,0.19697,0,0,0,0.19697
r2g_train_0318,mmm_mirror_02,mmm_mirror,0.19697,0,0,0,0.19697
r2g_train_0319,mmm_mirror_02,mmm_mirror,0.19697,0,0,0,0.19697
r2g_train_0320,mmm_mirror_02,mmm_mirror,0.19697,0,0,0,0.19697
r2g_train_0321,mmm_mirror_02,mmm_mirror,0.19697,0,0,0,0.19697
r2g_train_0322,mmm_mirror_02,mmm_mirror,0.19697,0,0,0,0.19697
r2g_train_0323,mmm_mirror_02,mmm_mirror,0.19697,0,0,0,0.19697
r2g_train_0324,mmm_mirror_02,mmm_mirror,0.19697,0,0,0,0.19697
r2g_train_0325,mmm_mirror_03,mmm_mirror,0.490431,0,0,0,0.490431
r2g_train_0326,mmm_mirror_03,mmm_mirror,0.490431,0,0,0,0.490431
r2g_train_0327,mmm_mirror_03,mmm_mirror,0.490431,0,0,0,0.490431
r2g_train_0328,mmm_mirror_03,mmm_mirror,0.490431,0,0,0,0.490431
r2g_train_0329,mmm_mirror_03,mmm_mirror,0.490431,0,0,0,0.490431
r2g_train_0330,mmm_mirror_03,mmm_mirror,0.490431,0,0,0,0.490431
r2g_train_0331,mmm_mirror_03,mmm_mirror,0.490431,0,0,0,0.490431
r2g_train_0332,mmm_mirror_03,mmm_mirror,0.490431,0,0,0,0.490431
r2g_train_0333,mmm_mirror_03,mmm_mirror,0.490431,0,0,0,0.490431
r2g_train_0334,mmm_mirror_03,mmm_mirror,0.490431,0,0,0,0.490431
r2g_train_0335,mmm_mirror_03,mmm_mirror,0.490431,0,0,0,0.490431
r2g_train_0336,mmm_mirror_03,mmm_mirror,0.490431,0,0,0,0.490431
r2g_train_0337,mmm_mirror_04,mmm_mirror,0.335498,0,0,0,0.335498
r2g_train_0338,mmm_mirror_04,mmm_mirror,0.335498,0,0,0,0.335498
r2g_train_0339,mmm_mirror_04,mmm_mirror,0.335498,0,0,0,0.335498
r2g_train_0340,mmm_mirror_04,mmm_mirror,0.335498,0,0,0,0.335498
r2g_train_0341,mmm_mirror_04,mmm_mirror,0.335498,0,0,0,0.335498
r2g_train_0342,mmm_mirror_04,mmm_mirror,0.335498,0,0,0,0.335498
r2g_train_0343,mmm_mirror_04,mmm_mirror,0.335498,0,0,0,0.335498
r2g_train_0344,mmm_mirror_04,mmm_mirror,0.335498,0,0,0,0.335498
r2g_train_0345,mmm_mirror_04,mmm_mirror,0.335498,0,0,0,0.335498
r2g_train_0346,mmm_mirror_04,mmm_mirror,0.335498,0,0,0,0.335498
r2g_train_0347,mmm_mirror_04,mmm_mirror,0.335498,0,0,0,0.335498
r2g_train_0348,mmm_mirror_04,mmm_mirror,0.335498,0,0,0,0.335498
r2g_train_0349,mmm_mirror_05,mmm_mirror,0.536364,0,0,0,0.536364
r2g_train_0350,mmm_mirror_05,mmm_mirror,0.536364,0,0,0,0.536364
r2g_train_0351,mmm_mirror_05,mmm_mirror,0.536364,0,0,0,0.536364
r2g_train_0352,mmm_mirror_05,mmm_mirror,0.536364,0,0,0,0.536364
r2g_train_0353,mmm_mirror_05,mmm_mirror,0.536364,0,0,0,0.536364
r2g_train_0354,mmm_mirror_05,mmm_mirror,0.536364,0,0,0,0.536364
r2g_train_0355,mmm_mirror_05,mmm_mirror,0.536364,0,0,0,0.536364
r2g_train_0356,mmm_mirror_05,mmm_mirror,0.536364,0,0,0,0.536364
r2g_train_0357,mmm_mirror_05,mmm_mirror,0.536364,0,0,0,0.536364
r2g_train_0358,mmm_mirror_05,mmm_mirror,0.536364,0,0,0,0.536364
r2g_train_0359,mmm_mirror_05,mmm_mirror,0.536364,0,0,0,0.536364
r2g_train_0360,mmm_mirror_05,mmm_mirror,0.536364,0,0,0,0.536364
r2g_train_0361,stalker_zealot_mirror_01,stalker_zealot_mirror,0.162338,0,0,0,0.162338
r2g_train_0362,stalker_zealot_mirror_01,stalker_zealot_mirror,0.162338,0,0,0,0.162338
r2g_train_0363,stalker_zealot_mirror_01,stalker_zealot_mirror,0.162338,0,0,0,0.162338
r2g_train_0364,stalker_zealot_mirror_01,stalker_zealot_mirror,0.162338,0,0,0,0.162338
r2g_train_0365,stalker_zealot_mirror_01,stalker_zealot_mirror,0.162338,0,0,0,0.162338
r2g_train_0366,stalker_zealot_mirror_01,stalker_zealot_mirror,0.162338,0,0,0,0.162338
r2g_train_0367,stalker_zealot_mirror_01,stalker_zealot_mirror,0.162338,0,0,0,0.162338
r2g_train_0368,stalker_zealot_mirror_01,stalker_zealot_mirror,0.162338,0,0,0,0.162338
r2g_train_0369,stalker_zealot_mirror_01,stalker_zealot_mirror,0.162338,0,0,0,0.162338
r2g_train_0370,stalker_zealot_mirror_01,stalker_zealot_mirror,0.162338,0,0,0,0.162338
r2g_train_0371,stalker_zealot_mirror_01,stalker_zealot_mirror,0.162338,0,0,0,0.162338
r2g_train_0372,stalker_zealot_mirror_01,stalker_zealot_mirror,0.162338,0,0,0,0.162338
r2g_train_0373,stalker_zealot_mirror_02,stalker_zealot_mirror,0.176768,0,0,0,0.176768
r2g_train_0374,stalker_zealot_mirror_02,stalker_zealot_mirror,0.176768,0,0,0,0.176768
r2g_train_0375,stalker_zealot_mirror_02,stalker_zealot_mirror,0.176768,0,0,0,0.176768
r2g_train_0376,stalker_zealot_mirror_02,stalker_zealot_mirror,0.176768,0,0,0,0.176768
r2g_train_0377,stalker_zealot_mirror_02,stalker_zealot_mirror,0.176768,0,0,0,0.176768
r2g_train_0378,stalker_zealot_mirror_02,stalker_zealot_mirror,0.176768,0,0,0,0.176768
r2g_train_0379,stalker_zealot_mirror_02,stalker_zealot_mirror,0.176768,0,0,0,0.176768
r2g_train_0380,stalker_zealot_mirror_02,stalker_zealot_mirror,0.176768,0,0,0,0.176768
r2g_train_0381,stalker_zealot_mirror_02,stalker_zealot_mirror,0.176768,0,0,0,0.176768
r2g_train_0382,stalker_zealot_mirror_02,stalker_zealot_mirror,0.176768,0,0,0,0.176768
r2g_train_0383,stalker_zealot_mirror_02,stalker_zealot_mirror,0.176768,0,0,0,0.176768
r2g_train_0384,stalker_zealot_mirror_02,stalker_zealot_mirror,0.176768,0,0,0,0.176768
r2g_train_0385,stalker_zealot_mirror_03,stalker_zealot_mirror,0.365613,0,0,0,0.365613
r2g_train_0386,stalker_zealot_mirror_03,stalker_zealot_mirror,0.365613,0,0,0,0.365613
r2g_train_0387,stalker_zealot_mirror_03,stalker_zealot_mirror,0.365613,0,0,0,0.365613
r2g_train_0388,stalker_zealot_mirror_03,stalker_zealot_mirror,0.365613,0,0,0,0.365613
r2g_train_0389,stalker_zealot_mirror_03,stalker_zealot_mirror,0.365613,0,0,0,0.365613
r2g_train_0390,stalker_zealot_mirror_03,stalker_zealot_mirror,0.365613,0,0,0,0.365613
r2g_train_0391,stalker_zealot_mirror_03,stalker_zealot_mirror,0.365613,0,0,0,0.365613
r2g_train_0392,stalker_zealot_mirror_03,stalker_zealot_mirror,0.365613,0,0,0,0.365613
r2g_train_0393,stalker_zealot_mirror_03,stalker_zealot_mirror,0.365613,0,0,0,0.365613
r2g_train_0394,stalker_zealot_mirror_03,stalker_zealot_mirror,0.365613,0,0,0,0.365613
r2g_train_0395,stalker_zealot_mirror_03,stalker_zealot_mirror,0.365613,0,0,0,0.365613
r2g_train_0396,stalker_zealot_mirror_03,stalker_zealot_mirror,0.365613,0,0,0,0.365613
r2g_train_0397,stalker_zealot_mirror_04,stalker_zealot_mirror,0.345118,0,0,0,0.345118
r2g_train_0398,stalker_zealot_mirror_04,stalker_zealot_mirror,0.345118,0,0,0,0.345118
r2g_train_0399,stalker_zealot_mirror_04,stalker_zealot_mirror,0.345118,0,0,0,0.345118
r2g_train_0400,stalker_zealot_mirror_04,stalker_zealot_mirror,0.345118,0,0,0,0.345118
r2g_train_0401,stalker_zealot_mirror_04,stalker_zealot_mirror,0.345118,0,0,0,0.345118
r2g_train_0402,stalker_zealot_mirror_04,stalker_zealot_mirror,0.345118,0,0,0,0.345118
r2g_train_0403,stalker_zealot_mirror_04,stalker_zealot_mirror,0.345118,0,0,0,0.345118
r2g_train_0404,stalker_zealot_mirror_04,stalker_zealot_mirror,0.345118,0,0,0,0.345118
r2g_train_0405,stalker_zealot_mirror_04,stalker_zealot_mirror,0.345118,0,0,0,0.345118
r2g_train_0406,stalker_zealot_mirror_04,stalker_zealot_mirror,0.345118,0,0,0,0.345118
r2g_train_0407,stalker_zealot_mirror_04,stalker_zealot_mirror,0.345118,0,0,0,0.345118
r2g_train_0408,stalker_zealot_mirror_04,stalker_zealot_mirror,0.345118,0,0,0,0.345118
r2g_train_0409,stalker_zealot_mirror_05,stalker_zealot_mirror,0.429293,0,0,0,0.429293
r2g_train_0410,stalker_zealot_mirror_05,stalker_zealot_mirror,0.429293,0,0,0,0.429293
r2g_train_0411,stalker_zealot_mirror_05,stalker_zealot_mirror,0.429293,0,0,0,0.429293
r2g_train_0412,stalker_zealot_mirror_05,stalker_zealot_mirror,0.429293,0,0,0,0.429293
r2g_train_0413,stalker_zealot_mirror_05,stalker_zealot_mirror,0.429293,0,0,0,0.429293
r2g_train_0414,stalker_zealot_mirror_05,stalker_zealot_mirror,0.429293,0,0,0,0.429293
r2g_train_0415,stalker_zealot_mirror_05,stalker_zealot_mirror,0.429293,0,0,0,0.429293
r2g_train_0416,stalker_zealot_mirror_05,stalker_zealot_mirror,0.429293,0,0,0,0.429293
r2g_train_0417,stalker_zealot_mirror_05,stalker_zealot_mirror,0.429293,0,0,0,0.429293
r2g_train_0418,stalker_zealot_mirror_05,stalker_zealot_mirror,0.429293,0,0,0,0.429293
r2g_train_0419,stalker_zealot_mirror_05,stalker_zealot_mirror,0.429293,0,0,0,0.429293
r2g_train_0420,stalker_zealot_mirror_05,stalker_zealot_mirror,0.429293,0,0,0,0.429293
r2g_train_0421,stalker_colossus_vs_swarm_01,stalker_colossus_vs_swarm,0.292208,0,0,0,0.292208
r2g_train_0422,stalker_colossus_vs_swarm_01,stalker_colossus_vs_swarm,0.292208,0,0,0,0.292208
r2g_train_0423,stalker_colossus_vs_swarm_01,stalker_colossus_vs_swarm,0.292208,0,0,0,0.292208
r2g_train_0424,stalker_colossus_vs_swarm_01,stalker_colossus_vs_swarm,0.292208,0,0,0,0.292208
r2g_train_0425,stalker_colossus_vs_swarm_01,stalker_colossus_vs_swarm,0.292208,0,0,0,0.292208
r2g_train_0426,stalker_colossus_vs_swarm_01,stalker_colossus_vs_swarm,0.292208,0,0,0,0.292208
r2g_train_0427,stalker_colossus_vs_swarm_01,stalker_colossus_vs_swarm,0.292208,0,0,0,0.292208
r2g_train_0428,stalker_colossus_vs_swarm_01,stalker_colossus_vs_swarm,0.292208,0,0,0,0.292208
r2g_train_0429,stalker_colossus_vs_swarm_01,stalker_colossus_vs_swarm,0.292208,0,0,0,0.292208
r2g_train_0430,stalker_colossus_vs_swarm_01,stalker_colossus_vs_swarm,0.292208,0,0,0,0.292208
r2g_train_0431,stalker_colossus_vs_swarm_01,stalker_colossus_vs_swarm,0.292208,0,0,0,0.292208
r2g_train_0432,stalker_colossus_vs_swarm_01,stalker_colossus_vs_swarm,0.292208,0,0,0,0.292208
r2g_train_0433,stalker_colossus_vs_swarm_02,stalker_colossus_vs_swarm,0.568182,0,0,0,0.568182
r2g_train_0434,stalker_colossus_vs_swarm_02,stalker_colossus_vs_swarm,0.568182,0,0,0,0.568182
r2g_train_0435,stalker_colossus_vs_swarm_02,stalker_colossus_vs_swarm,0.568182,0,0,0,0.568182
r2g_train_0436,stalker_colossus_vs_swarm_02,stalker_colossus_vs_swarm,0.568182,0,0,0,0.568182
r2g_train_0437,stalker_colossus_vs_swarm_02,stalker_colossus_vs_swarm,0.568182,0,0,0,0.568182
r2g_train_0438,stalker_colossus_vs_swarm_02,stalker_colossus_vs_swarm,0.568182,0,0,0,0.568182
r2g_train_0439,stalker_colossus_vs_swarm_02,stalker_colossus_vs_swarm,0.568182,0,0,0,0.568182
r2g_train_0440,stalker_colossus_vs_swarm_02,stalker_colossus_vs_swarm,0.568182,0,0,0,0.568182
r2g_train_0441,stalker_colossus_vs_swarm_02,stalker_colossus_vs_swarm,0.568182,0,0,0,0.568182
r2g_train_0442,stalker_colossus_vs_swarm_02,stalker_colossus_vs_swarm,0.568182,0,0,0,0.568182
r2g_train_0443,stalker_colossus_vs_swarm_02,stalker_colossus_vs_swarm,0.568182,0,0,0,0.568182
r2g_train_0444,stalker_colossus_vs_swarm_02,stalker_colossus_vs_swarm,0.568182,0,0,0,0.568182
r2g_train_0445,stalker_colossus_vs_swarm_03,stalker_colossus_vs_swarm,0.277778,0,0,0,0.277778
r2g_train_0446,stalker_colossus_vs_swarm_03,stalker_colossus_vs_swarm,0.277778,0,0,0,0.277778
r2g_train_0447,stalker_colossus_vs_swarm_03,stalker_colossus_vs_swarm,0.277778,0,0,0,0.277778
r2g_train_0448,stalker_colossus_vs_swarm_03,stalker_colossus_vs_swarm,0.277778,0,0,0,0.277778
r2g_train_0449,stalker_colossus_vs_swarm_03,stalker_colossus_vs_swarm,0.277778,0,0,0,0.277778
r2g_train_0450,stalker_colossus_vs_swarm_03,stalker_colossus_vs_swarm,0.277778,0,0,0,0.277778
r2g_train_0451,stalker_colossus_vs_swarm_03,stalker_colossus_vs_swarm,0.277778,0,0,0,0.277778
r2g_train_0452,stalker_colossus_vs_swarm_03,stalker_colossus_vs_swarm,0.277778,0,0,0,0.277778
r2g_train_0453,stalker_colossus_vs_swarm_03,stalker_colossus_vs_swarm,0.277778,0,0,0,0.277778
r2g_train_0454,stalker_colossus_vs_swarm_03,stalker_colossus_vs_swarm,0.277778,0,0,0,0.277778
r2g_train_0455,stalker_colossus_vs_swarm_03,stalker_colossus_vs_swarm,0.277778,0,0,0,0.277778
r2g_train_0456,stalker_colossus_vs_swarm_03,stalker_colossus_vs_swarm,0.277778,0,0,0,0.277778
r2g_train_0457,stalker_colossus_vs_swarm_04,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0458,stalker_colossus_vs_swarm_04,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0459,stalker_colossus_vs_swarm_04,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0460,stalker_colossus_vs_swarm_04,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0461,stalker_colossus_vs_swarm_04,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0462,stalker_colossus_vs_swarm_04,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0463,stalker_colossus_vs_swarm_04,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0464,stalker_colossus_vs_swarm_04,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0465,stalker_colossus_vs_swarm_04,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0466,stalker_colossus_vs_swarm_04,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0467,stalker_colossus_vs_swarm_04,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0468,stalker_colossus_vs_swarm_04,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0469,stalker_colossus_vs_swarm_05,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0470,stalker_colossus_vs_swarm_05,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0471,stalker_colossus_vs_swarm_05,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0472,stalker_colossus_vs_swarm_05,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0473,stalker_colossus_vs_swarm_05,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0474,stalker_colossus_vs_swarm_05,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0475,stalker_colossus_vs_swarm_05,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0476,stalker_colossus_vs_swarm_05,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0477,stalker_colossus_vs_swarm_05,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0478,stalker_colossus_vs_swarm_05,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0479,stalker_colossus_vs_swarm_05,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0480,stalker_colossus_vs_swarm_05,stalker_colossus_vs_swarm,0.0,0,0,0,0.0
r2g_train_0481,stalker_vs_spine_01,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0482,stalker_vs_spine_01,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0483,stalker_vs_spine_01,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0484,stalker_vs_spine_01,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0485,stalker_vs_spine_01,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0486,stalker_vs_spine_01,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0487,stalker_vs_spine_01,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0488,stalker_vs_spine_01,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0489,stalker_vs_spine_01,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0490,stalker_vs_spine_01,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0491,stalker_vs_spine_01,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0492,stalker_vs_spine_01,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0493,stalker_vs_spine_02,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0494,stalker_vs_spine_02,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0495,stalker_vs_spine_02,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0496,stalker_vs_spine_02,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0497,stalker_vs_spine_02,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0498,stalker_vs_spine_02,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0499,stalker_vs_spine_02,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0500,stalker_vs_spine_02,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0501,stalker_vs_spine_02,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0502,stalker_vs_spine_02,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0503,stalker_vs_spine_02,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0504,stalker_vs_spine_02,stalker_vs_spine,0.0,0,0,0,0.0
r2g_train_0505,stalker_vs_spine_03,stalker_vs_spine,0.335498,0,0,0,0.335498
r2g_train_0506,stalker_vs_spine_03,stalker_vs_spine,0.335498,0,0,0,0.335498
r2g_train_0507,stalker_vs_spine_03,stalker_vs_spine,0.335498,0,0,0,0.335498
r2g_train_0508,stalker_vs_spine_03,stalker_vs_spine,0.335498,0,0,0,0.335498
r2g_train_0509,stalker_vs_spine_03,stalker_vs_spine,0.335498,0,0,0,0.335498
r2g_train_0510,stalker_vs_spine_03,stalker_vs_spine,0.335498,0,0,0,0.335498
r2g_train_0511,stalker_vs_spine_03,stalker_vs_spine,0.335498,0,0,0,0.335498
r2g_train_0512,stalker_vs_spine_03,stalker_vs_spine,0.335498,0,0,0,0.335498
r2g_train_0513,stalker_vs_spine_03,stalker_vs_spine,0.335498,0,0,0,0.335498
r2g_train_0514,stalker_vs_spine_03,stalker_vs_spine,0.335498,0,0,0,0.335498
r2g_train_0515,stalker_vs_spine_03,stalker_vs_spine,0.335498,0,0,0,0.335498
r2g_train_0516,stalker_vs_spine_03,stalker_vs_spine,0.335498,0,0,0,0.335498
r2g_train_0517,stalker_vs_spine_04,stalker_vs_spine,0.227273,0,0,0,0.227273
r2g_train_0518,stalker_vs_spine_04,stalker_vs_spine,0.227273,0,0,0,0.227273
r2g_train_0519,stalker_vs_spine_04,stalker_vs_spine,0.227273,0,0,0,0.227273
r2g_train_0520,stalker_vs_spine_04,stalker_vs_spine,0.227273,0,0,0,0.227273
r2g_train_0521,stalker_vs_spine_04,stalker_vs_spine,0.227273,0,0,0,0.227273
r2g_train_0522,stalker_vs_spine_04,stalker_vs_spine,0.227273,0,0,0,0.227273
r2g_train_0523,stalker_vs_spine_04,stalker_vs_spine,0.227273,0,0,0,0.227273
r2g_train_0524,stalker_vs_spine_04,stalker_vs_spine,0.227273,0,0,0,0.227273
r2g_train_0525,stalker_vs_spine_04,stalker_vs_spine,0.227273,0,0,0,0.227273
r2g_train_0526,stalker_vs_spine_04,stalker_vs_spine,0.227273,0,0,0,0.227273
r2g_train_0527,stalker_vs_spine_04,stalker_vs_spine,0.227273,0,0,0,0.227273
r2g_train_0528,stalker_vs_spine_04,stalker_vs_spine,0.227273,0,0,0,0.227273
r2g_train_0529,stalker_vs_spine_05,stalker_vs_spine,0.162338,0,0,0,0.162338
r2g_train_0530,stalker_vs_spine_05,stalker_vs_spine,0.162338,0,0,0,0.162338
r2g_train_0531,stalker_vs_spine_05,stalker_vs_spine,0.162338,0,0,0,0.162338
r2g_train_0532,stalker_vs_spine_05,stalker_vs_spine,0.162338,0,0,0,0.162338
r2g_train_0533,stalker_vs_spine_05,stalker_vs_spine,0.162338,0,0,0,0.162338
r2g_train_0534,stalker_vs_spine_05,stalker_vs_spine,0.162338,0,0,0,0.162338
r2g_train_0535,stalker_vs_spine_05,stalker_vs_spine,0.162338,0,0,0,0.162338
r2g_train_0536,stalker_vs_spine_05,stalker_vs_spine,0.162338,0,0,0,0.162338
r2g_train_0537,stalker_vs_spine_05,stalker_vs_spine,0.162338,0,0,0,0.162338
r2g_train_0538,stalker_vs_spine_05,stalker_vs_spine,0.162338,0,0,0,0.162338
r2g_train_0539,stalker_vs_spine_05,stalker_vs_spine,0.162338,0,0,0,0.162338
r2g_train_0540,stalker_vs_spine_05,stalker_vs_spine,0.162338,0,0,0,0.162338
r2g_train_0541,zealot_colossus_vs_terran_01,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0542,zealot_colossus_vs_terran_01,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0543,zealot_colossus_vs_terran_01,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0544,zealot_colossus_vs_terran_01,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0545,zealot_colossus_vs_terran_01,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0546,zealot_colossus_vs_terran_01,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0547,zealot_colossus_vs_terran_01,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0548,zealot_colossus_vs_terran_01,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0549,zealot_colossus_vs_terran_01,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0550,zealot_colossus_vs_terran_01,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0551,zealot_colossus_vs_terran_01,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0552,zealot_colossus_vs_terran_01,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0553,zealot_colossus_vs_terran_02,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0554,zealot_colossus_vs_terran_02,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0555,zealot_colossus_vs_terran_02,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0556,zealot_colossus_vs_terran_02,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0557,zealot_colossus_vs_terran_02,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0558,zealot_colossus_vs_terran_02,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0559,zealot_colossus_vs_terran_02,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0560,zealot_colossus_vs_terran_02,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0561,zealot_colossus_vs_terran_02,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0562,zealot_colossus_vs_terran_02,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0563,zealot_colossus_vs_terran_02,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0564,zealot_colossus_vs_terran_02,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0565,zealot_colossus_vs_terran_03,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0566,zealot_colossus_vs_terran_03,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0567,zealot_colossus_vs_terran_03,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0568,zealot_colossus_vs_terran_03,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0569,zealot_colossus_vs_terran_03,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0570,zealot_colossus_vs_terran_03,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0571,zealot_colossus_vs_terran_03,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0572,zealot_colossus_vs_terran_03,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0573,zealot_colossus_vs_terran_03,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0574,zealot_colossus_vs_terran_03,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0575,zealot_colossus_vs_terran_03,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0576,zealot_colossus_vs_terran_03,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0577,zealot_colossus_vs_terran_04,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0578,zealot_colossus_vs_terran_04,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0579,zealot_colossus_vs_terran_04,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0580,zealot_colossus_vs_terran_04,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0581,zealot_colossus_vs_terran_04,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0582,zealot_colossus_vs_terran_04,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0583,zealot_colossus_vs_terran_04,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0584,zealot_colossus_vs_terran_04,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0585,zealot_colossus_vs_terran_04,zealot_colossus_vs_terran,0.0,0,0,0,0.0
r2g_train_0586,zealot_colossus_vs_terran_04,zealot_colossus_vs_terran,0.0,0,0,0,0.0
